"","dataset","cali_window_size","no_cali_cases","no_proj_cases","days_since_case","proj_window_size","proj_window_no","disease","reliability","sharpness","bias","mse","residual","null_bias","null_mse","null_residual","pred_type","outbreak_size","prop_zero"
"1","fe9f93631d047441db9f181839861963",1,2,5,1,12,1,"ebola",0.62633486833943,1,-0.0473833333333333,0.585179166666667,-0.0370666666666667,0.166666666666667,0.16087962962963,0.25,2,131,0.0779
"2","fe9f93631d047441db9f181839861963",1,2,4,1,12,2,"ebola",0.999041416791246,0.527777777777778,0.424291666666667,13.0476861111111,-1.830575,0.5,0.172067901234568,0.166666666666667,2,131,0.0779
"3","fe9f93631d047441db9f181839861963",1,2,3,1,12,3,"ebola",0.999950000000015,0.2625,0.625025,537.8040125,-11.62535,0.5,0.107638888888889,0.0833333333333333,2,131,0.0779
"4","fe9f93631d047441db9f181839861963",1,2,13,1,12,4,"ebola",NA,0.115738659488659,0.529141666666667,17024.0401708333,-70.6585833333333,-0.5,0.525077160493827,0.916666666666667,2,131,0.0779
"5","fe9f93631d047441db9f181839861963",2,7,4,0,12,1,"ebola",0.991979622801154,0.569444444444444,0.4952,2.81780833333333,-1.014975,0.5,0.186680169753086,0.0416666666666666,2,131,5e-04
"6","fe9f93631d047441db9f181839861963",2,7,3,0,12,2,"ebola",0.999950000000015,0.510714285714286,0.839575,48.4927833333333,-4.93270833333333,0.5,0.126519097222222,-0.0416666666666667,2,131,5e-04
"7","fe9f93631d047441db9f181839861963",2,7,13,0,12,3,"ebola",NA,0.345717784504549,0.862075,818.078880555556,-20.8204333333333,-0.5,0.450062692901235,0.791666666666667,2,131,5e-04
"8","fe9f93631d047441db9f181839861963",2,7,18,0,12,4,"ebola",0.999950000000015,0.217750647228943,0.916325,25640.9047675,-100.197241666667,-0.666666666666667,0.73233024691358,1.20833333333333,2,131,5e-04
"9","fe9f93631d047441db9f181839861963",3,11,3,1,12,1,"ebola",0.917643663466748,0.583333333333333,0.372716666666667,1.40694166666667,-0.629991666666667,0.5,0.130304783950617,-0.0555555555555556,2,131,0.0029
"10","fe9f93631d047441db9f181839861963",3,11,13,1,12,2,"ebola",0.71852042257854,0.555555555555556,0.184866666666667,2.67649583333333,-0.71515,-0.5,0.442826217421125,0.777777777777778,2,131,0.0029
"11","fe9f93631d047441db9f181839861963",3,11,18,1,12,3,"ebola",0.999943832899071,0.513888888888889,0.361891666666667,14.2123177777778,-2.38796666666667,-0.666666666666667,0.72218792866941,1.19444444444444,2,131,0.0029
"12","fe9f93631d047441db9f181839861963",3,11,32,1,12,4,"ebola",0.999950000000015,0.354112554112554,0.3669,58.4344363888889,-6.217475,-1,1.56689814814815,2.36111111111111,2,131,0.0029
"13","fe9f93631d047441db9f181839861963",4,14,13,0,12,1,"ebola",0.999946343709885,1,-0.401425,0.664283333333333,0.562191666666667,-0.5,0.450062692901235,0.791666666666667,2,131,0.0242
"14","fe9f93631d047441db9f181839861963",4,14,18,0,12,2,"ebola",0.998962060797018,0.833333333333333,-0.442466666666667,0.953400555555556,0.769075,-0.666666666666667,0.73233024691358,1.20833333333333,2,131,0.0242
"15","fe9f93631d047441db9f181839861963",4,14,32,0,12,3,"ebola",0.794407060564281,0.5,-0.677008333333333,1.37513180555556,1.57435,-1,1.58385416666667,2.375,2,131,0.0242
"16","fe9f93631d047441db9f181839861963",4,14,54,0,12,4,"ebola",0.605066877971767,0.5,-0.704083333333333,3.03715791666667,2.789025,-1,3.27831945133377,4.20833333333333,2,131,0.0242
"17","fe9f93631d047441db9f181839861963",5,27,18,0,12,1,"ebola",0.900332304699813,0.541666666666667,-0.0509833333333333,1.33967583333333,0.01165,-0.666666666666667,0.627888888888889,1.05,3,131,0
"18","fe9f93631d047441db9f181839861963",5,27,32,0,12,2,"ebola",0.990854543910059,0.694444444444445,-0.0807416666666667,1.37993125,0.00395833333333334,-1,1.39741666666667,2.21666666666667,3,131,0
"19","fe9f93631d047441db9f181839861963",5,27,54,0,12,3,"ebola",0.999950000000015,0.577777777777778,-0.0631416666666667,3.89451724206349,-0.148691666666667,-1,3.05575024801587,4.05,3,131,0
"20","fe9f93631d047441db9f181839861963",6,45,32,0,12,1,"ebola",0.970010527058523,0.6875,-0.1268,1.05016708333333,0.198391666666667,-1,1.20885416666667,2.04166666666667,3,131,0
"21","fe9f93631d047441db9f181839861963",6,45,54,0,12,2,"ebola",0.999949999999978,0.668055555555556,-0.155333333333333,2.20761159722222,0.530883333333333,-1,2.82239738343254,3.875,3,131,0
"22","fe9f93631d047441db9f181839861963",7,77,54,0,12,1,"ebola",0.962541146154656,0.75,-0.09975,1.98271078373016,0.388691666666667,-1,2.46298018628748,3.58333333333333,3,131,0
