"","dataset","cali_window_size","no_cali_cases","no_proj_cases","days_since_case","proj_window_size","proj_window_no","disease","reliability","sharpness","bias","mse","residual","null_bias","null_mse","null_residual","pred_type","outbreak_size","prop_zero"
"1","53086479c2d2ee2e34f2620128a9244a",1,1,1,8,9,1,"sars",0.465561368419988,1,-0.0601111111111111,0.102183333333333,0.0581555555555556,0.777777777777778,0.0548696844993141,0,2,65,0.2534
"2","53086479c2d2ee2e34f2620128a9244a",1,1,2,8,9,2,"sars",0.0786188948697703,1,-0.0917333333333333,0.230072222222222,0.0812888888888889,0.555555555555556,0.0973936899862826,0.111111111111111,2,65,0.2534
"3","53086479c2d2ee2e34f2620128a9244a",1,1,3,8,9,3,"sars",0.888368084259698,1,-0.123711111111111,0.374627777777778,0.0929333333333333,0.333333333333333,0.139917695473251,0.222222222222222,2,65,0.2534
"4","53086479c2d2ee2e34f2620128a9244a",1,1,4,8,9,4,"sars",0.852572671725361,1,-0.113644444444444,0.685233333333333,0.0172222222222222,0.111111111111111,0.182441700960219,0.333333333333333,2,65,0.2534
"5","53086479c2d2ee2e34f2620128a9244a",2,2,2,3,9,1,"sars",0.445232979735534,1,-0.0623777777777778,0.257377777777778,0.0488555555555555,0.555555555555556,0.0973936899862826,0.111111111111111,2,65,0.0722
"6","53086479c2d2ee2e34f2620128a9244a",2,2,3,3,9,2,"sars",0.0415723166740103,1,-0.0507333333333333,0.446272222222222,0.00856666666666668,0.333333333333333,0.139917695473251,0.222222222222222,2,65,0.0722
"7","53086479c2d2ee2e34f2620128a9244a",2,2,4,3,9,3,"sars",0.962326224836437,1,0.0245777777777778,0.889627777777778,-0.166155555555556,0.111111111111111,0.182441700960219,0.333333333333333,2,65,0.0722
"8","53086479c2d2ee2e34f2620128a9244a",2,2,16,3,9,4,"sars",0.579841323066749,0.555555555555556,-0.342711111111111,1.63275777777778,0.641533333333333,-0.777777777777778,1.10882487425697,1.66666666666667,2,65,0.0722
"9","53086479c2d2ee2e34f2620128a9244a",3,4,3,1,9,1,"sars",0.86749453104797,1,-0.0188333333333333,0.478094444444444,-0.0288333333333333,0.333333333333333,0.135573845450389,0.185185185185185,2,65,0.0083
"10","53086479c2d2ee2e34f2620128a9244a",3,4,4,1,9,2,"sars",0.648419430732714,0.833333333333333,0.0878555555555555,0.891844444444444,-0.228033333333333,0.111111111111111,0.173449169333943,0.296296296296296,2,65,0.0083
"11","53086479c2d2ee2e34f2620128a9244a",3,4,16,1,9,3,"sars",0.815566665109057,0.5,-0.2634,1.50405148148148,0.514777777777778,-0.777777777777778,1.07225016511711,1.62962962962963,2,65,0.0083
"12","53086479c2d2ee2e34f2620128a9244a",3,4,13,1,9,4,"sars",0.999853425824233,0.555555555555556,0.180955555555556,3.51032037037037,-0.937511111111111,-0.777777777777778,0.770652339582381,1.2962962962963,2,65,0.0083
"13","53086479c2d2ee2e34f2620128a9244a",4,7,4,2,9,1,"sars",0.9297855818667,0.833333333333333,0.0795444444444445,0.824561111111111,-0.2042,0.111111111111111,0.165209190672154,0.25,2,65,5e-04
"14","53086479c2d2ee2e34f2620128a9244a",4,7,16,2,9,2,"sars",0.793285560017609,0.5,-0.2895,1.26464537037037,0.620277777777778,-0.777777777777778,1.02826074531321,1.58333333333333,2,65,5e-04
"15","53086479c2d2ee2e34f2620128a9244a",4,7,13,2,9,3,"sars",0.999415829370369,0.611111111111111,0.154977777777778,2.28246388888889,-0.633088888888889,-0.777777777777778,0.729273834019204,1.25,2,65,5e-04
"16","53086479c2d2ee2e34f2620128a9244a",4,7,25,2,9,4,"sars",0.999933333333353,0.551851851851852,0.183788888888889,7.63559092592593,-1.05863333333333,-0.333333333333333,2.05468106995885,2.58333333333333,2,65,5e-04
"17","53086479c2d2ee2e34f2620128a9244a",5,11,16,2,9,1,"sars",0.999933333333353,0.5,-0.386666666666667,1.11312796296296,0.8441,-0.777777777777778,0.982909922267947,1.53333333333333,2,65,1e-04
"18","53086479c2d2ee2e34f2620128a9244a",5,11,13,2,9,2,"sars",0.999933289420839,0.518518518518518,-0.0496444444444444,1.24297407407407,-0.0470666666666667,-0.777777777777778,0.686858710562414,1.2,2,65,1e-04
"19","53086479c2d2ee2e34f2620128a9244a",5,11,25,2,9,3,"sars",0.977398292324304,0.62962962962963,-0.0901111111111111,3.67120925925926,0.268788888888889,-0.333333333333333,2.01158847736626,2.53333333333333,2,65,1e-04
"20","53086479c2d2ee2e34f2620128a9244a",6,27,13,0,9,1,"sars",0.862411597592759,0.666666666666667,0.299622222222222,2.28409444444444,-0.867211111111111,-0.777777777777778,0.506944444444444,0.944444444444444,3,65,0
"21","53086479c2d2ee2e34f2620128a9244a",6,27,25,0,9,2,"sars",0.999602051104032,0.712698412698413,0.4196,7.88373259259259,-1.80135555555556,-0.333333333333333,1.82777777777778,2.27777777777778,3,65,0
"22","53086479c2d2ee2e34f2620128a9244a",7,40,25,0,9,1,"sars",0.999933247696258,0.757407407407407,0.141711111111111,4.76191111111111,-0.631511111111111,-0.333333333333333,1.75532039976484,2.14285714285714,3,65,0
