"","dataset","cali_window_size","no_cali_cases","no_proj_cases","days_since_case","proj_window_size","proj_window_no","disease","reliability","sharpness","bias","mse","residual","null_bias","null_mse","null_residual","pred_type","outbreak_size","prop_zero"
"1","9698b3800cabd3c4b88c15108a105a58",1,1,0,8,9,1,"sars",0.577516243036684,1,0.051911111111111,0.0583111111111111,-0.054,1,0.0123456790123457,-0.111111111111111,2,19,0.2556
"2","9698b3800cabd3c4b88c15108a105a58",1,1,0,8,9,2,"sars",0.230639618288023,1,0.129711111111111,0.174733333333333,-0.143822222222222,1,0.0123456790123457,-0.111111111111111,2,19,0.2556
"3","9698b3800cabd3c4b88c15108a105a58",1,1,1,8,9,3,"sars",0.934652735016779,1,0.0936888888888888,0.368461111111111,-0.135311111111111,0.777777777777778,0.0548696844993141,0,2,19,0.2556
"4","9698b3800cabd3c4b88c15108a105a58",1,1,0,8,9,4,"sars",0.0271362031487569,1,0.299577777777778,0.875377777777778,-0.445222222222222,1,0.0123456790123457,-0.111111111111111,2,19,0.2556
"5","9698b3800cabd3c4b88c15108a105a58",2,1,0,17,9,1,"sars",0.734027635018383,1,0.0953,0.121333333333333,-0.103555555555556,1,0.00308641975308642,-0.0555555555555556,2,19,0.3597
"6","9698b3800cabd3c4b88c15108a105a58",2,1,1,17,9,2,"sars",0.153308272153982,1,0.0164555555555556,0.210305555555556,-0.0314777777777778,0.777777777777778,0.0522976680384088,0.0555555555555556,2,19,0.3597
"7","9698b3800cabd3c4b88c15108a105a58",2,1,0,17,9,3,"sars",0.188034896701077,1,0.179311111111111,0.371444444444444,-0.232177777777778,1,0.00308641975308642,-0.0555555555555556,2,19,0.3597
"8","9698b3800cabd3c4b88c15108a105a58",2,1,5,17,9,4,"sars",0.0936821833537474,1,-0.0882111111111111,0.986227777777778,0.128477777777778,0.333333333333333,0.331675811614083,0.5,2,19,0.3597
"9","9698b3800cabd3c4b88c15108a105a58",3,1,1,26,9,1,"sars",0.231411880844577,1,-0.0459333333333333,0.119288888888889,0.0425777777777778,0.777777777777778,0.0527358634354519,0.0740740740740741,2,19,0.606
"10","9698b3800cabd3c4b88c15108a105a58",3,1,0,26,9,2,"sars",0.729281884034206,1,0.0612777777777778,0.0748,-0.0655555555555556,1,0.00137174211248285,-0.037037037037037,2,19,0.606
"11","9698b3800cabd3c4b88c15108a105a58",3,1,5,26,9,3,"sars",0.912436114371906,1,-0.265188888888889,0.414448148148148,0.461788888888889,0.333333333333333,0.337855001778184,0.518518518518518,2,19,0.606
"12","9698b3800cabd3c4b88c15108a105a58",3,1,4,26,9,4,"sars",0.305256991916282,1,-0.215544444444444,0.458811111111111,0.278511111111111,0.333333333333333,0.246659553929787,0.407407407407407,2,19,0.606
"13","9698b3800cabd3c4b88c15108a105a58",4,2,0,5,9,1,"sars",0.76585998984191,1,0.0771444444444445,0.0905,-0.0814777777777778,1,0.00308641975308642,-0.0555555555555556,2,19,0.3274
"14","9698b3800cabd3c4b88c15108a105a58",4,2,5,5,9,2,"sars",0.414100749680706,1,-0.245044444444444,0.417431481481481,0.437233333333333,0.333333333333333,0.331675811614083,0.5,2,19,0.3274
"15","9698b3800cabd3c4b88c15108a105a58",4,2,4,5,9,3,"sars",0.170749283329914,1,-0.182211111111111,0.420738888888889,0.253433333333333,0.333333333333333,0.241197988111568,0.388888888888889,2,19,0.3274
"16","9698b3800cabd3c4b88c15108a105a58",4,2,8,5,9,4,"sars",0.313898235924414,1,-0.5377,0.578675925925926,0.585433333333333,-0.555555555555556,0.438042981252858,0.833333333333333,2,19,0.3274
"17","9698b3800cabd3c4b88c15108a105a58",5,2,5,14,9,1,"sars",0.333016447784755,1,-0.2762,0.387133333333333,0.48,0.333333333333333,0.335317786922725,0.511111111111111,2,19,0.5045
"18","9698b3800cabd3c4b88c15108a105a58",5,2,4,14,9,2,"sars",0.327734881637804,1,-0.258822222222222,0.309648148148148,0.3567,0.333333333333333,0.244407864654778,0.4,2,19,0.5045
"19","9698b3800cabd3c4b88c15108a105a58",5,2,8,14,9,3,"sars",0.0600147221950204,1,-0.676444444444444,0.476824074074074,0.772744444444444,-0.555555555555556,0.446438042981253,0.844444444444444,2,19,0.5045
"20","9698b3800cabd3c4b88c15108a105a58",6,7,4,1,9,1,"sars",0.825511304065767,1,-0.0590111111111111,0.557572222222222,0.0985777777777778,0.333333333333333,0.224940303815475,0.314814814814815,2,19,0.0074
"21","9698b3800cabd3c4b88c15108a105a58",6,7,8,1,9,2,"sars",0.981446248890576,0.666666666666667,-0.141988888888889,0.783853703703704,0.0763666666666667,-0.555555555555556,0.385815170451659,0.759259259259259,2,19,0.0074
"22","9698b3800cabd3c4b88c15108a105a58",7,11,8,3,9,1,"sars",0.887427300021155,0.611111111111111,-0.0966666666666666,0.825692592592593,0.0157444444444445,-0.555555555555556,0.357278165038306,0.714285714285714,2,19,0.0027
